"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"2007","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6553","H",17.19,"5","29.9","1.3","28.6","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2008","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6554","H",21.96,"6.9","28.5","1.7","26.8","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2009","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6555","H",22,"5.9","32.4","2","30.4","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2010","Oasis Cove","ST,DG","ST","11/07/2024","CC","10/25/2024","RHMA","6556","H",15.47,"4.3","28.8","1.5","27.3","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2011","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6557","H",13.41,"10.1","28.3","1.8","26.5","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2012","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-252","H",7.96,"8.5","20.2",NA,"19.3","G","Y",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2013","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-253","H",14.88,"10","25.5",NA,"24.9","G","Y",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2014","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-254","H",14.54,"10.8","24.5",NA,"23.3","B","Y",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2015","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-255","H",15.4,"10.1","23.9",NA,"23","G","N",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2016","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-256","H",10.18,"9.2","21.8",NA,"20.5","G","Y",NA,NA,"E",NA,NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2017","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-257","H",20.28,"11","27",NA,"26","B","N",NA,NA,"E","BIG BOB",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2018","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-258","H",16.42,"10","22.5",NA,"22.2","B","N",NA,NA,"E","BIG MAN",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2019","Oasis Cove","DIRECT INPUT","DG","04/25/2023","CC",NA,"RHMA","E2-259","H",12.49,"8.5","22.5",NA,"21","G","N",NA,NA,"E","BIG BROTHA",NA,NA,NA,NA,"St. Thomas",18.320665,-64.867323
"2020","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6566","H",7.37,"9.3","17.1","1.4","15.7","G","N","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2021","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6567","H",17.89,"10","29.2","1.5","27.7","B","N","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2022","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6568","H",27.83,"12.2","39.7","1.7","38","GB","Y","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2023","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6569","H",29.25,"13.5","35.3","1.5","33.8","G","Y","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2024","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6570","H",20.76,"13.2","26.3","1.3","25","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2025","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6571","H",31.03,"14.3","34.8","1.6","33.2","G","Y","N",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2026","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6572","H",14.92,"11.1","26.3","1.5","24.8","G","N","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2027","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6573","H",15.64,"11.7","24.1","1.8","22.3","G","N","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2028","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4069","H",22.49,"11.1","32.8","1.2","31.6","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2029","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4070","H",19,"10.6","31.2","1.4","29.8","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2030","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4071","H",21.62,"12.2","26.5","1.4","25.1","G","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2031","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4072","H",12.48,"10.6","19.8","1.1","18.7","B","N","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2032","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4073","H",23.9,"11.5","29.9","1.5","28.4","B","Y","N","PLUM BROWN BUT HEALTHY","N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2033","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4074","H",21.35,"12","27.7","2","25.7","B","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2034","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6495","H",15.46,NA,"24",NA,"24",NA,NA,NA,"IEKHS MIC Field Trip","C","Elariia",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2035","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6496","H",11.65,NA,"22.5",NA,"22.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Alexander",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2036","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6497","H",10.78,NA,"21",NA,"21",NA,NA,NA,"IEKHS MIC Field Trip","C","Joanca",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2037","Oasis Cove","DIRECT INPUT","DG, AJH","06/23/2023","3""TP","6/13/23","RHMA","4078","H",13.5,"9.8","26.7","1.2","25.5","GB","Y","N",NA,"N",NA,2023-06-13,"2023","06","13","St. Thomas",18.320665,-64.867323
"2038","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3722B","H",40.05,"14.3","44.8","1.5","43.3","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2039","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3723B","H",35.35,"11.5","42.6","2","40.6","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2040","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3724B","H",30.35,"13.1","39.8","1.8","38","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2041","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3725B","H",34.16,"13.7","41.2","1.7","39.5","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2042","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3726B","H",22.69,"10.6","40.5","1.8","38.7","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2043","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3727B","H",38.1,"14.2","38.9","1.8","37.1","G","Y","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2044","Oasis Cove","DN","DN,TB","11/05/2024","CC","10/25/2024","RHMA","3728B","H",27.9,"11.5","38.7","1.7","37","GB","N","N","duplicate numbers added B to tags",NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2045","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6280",NA,15.58,NA,NA,NA,"24",NA,NA,NA,NA,"VICM Day of Play","frank",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2046","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6281",NA,17.58,NA,NA,NA,"25",NA,NA,NA,NA,"VICM Day of Play","amenra",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2047","Oasis Cove","LU","Khalif","9/28/24","CC","09/11/2024","RHMA","6282",NA,12.78,NA,NA,NA,"29",NA,NA,NA,NA,"VICM Day of Play","Blue",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2048","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6283",NA,9.33,NA,NA,NA,"20",NA,NA,NA,NA,"VICM Day of Play","aaliya",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2049","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6284",NA,7.3,NA,NA,NA,"18",NA,NA,NA,NA,"VICM Day of Play","aliana",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2050","Oasis Cove","LU","LU","9/28/24","CC","09/11/2024","RHMA","6285",NA,17.29,NA,NA,NA,"26",NA,NA,NA,NA,"VICM Day of Play","alay",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2051","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3000","H",23.54,NA,"32.5",NA,NA,NA,NA,NA,"2 leaves, STX Ag Fair","C","Oscar",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2052","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-15-23","RHMA","3001","H",5.32,NA,"14.2",NA,NA,NA,NA,NA,"STX Ag Fair","C","Lewis Jr.",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2053","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3002","H",18.4,NA,"27",NA,NA,NA,NA,NA,"2 leaves, STX Ag Fair","C","Pixie",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2054","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3003","H",16.6,NA,"24.9",NA,NA,NA,NA,NA,"2 leaves, very cute, STX Ag Fair","C","Batman",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2055","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-17-23","RHMA","3004","H",17.89,NA,"23.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Mako",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2056","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-15-23","RHMA","3005","H",9.1,NA,"17",NA,NA,NA,NA,NA,"STX Ag Fair","C","Orlando III",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2057","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","200","H",25.97,"12.02","38.6","1.6","37","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"2058","Oasis Cove","JS, SC","JS, SC","1/29/2024","3""TP","1/29/2024","RHMA","3921","H",12.08,"9.3","25.5","1.4","24.1","B","N","N",NA,"N",NA,2024-01-29,"2024","01","29","St. Thomas",18.320665,-64.867323
"2059","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6521","H",30.48,NA,"37.6",NA,"37.6",NA,NA,NA,"IEKHS MIC Field Trip","C","Future",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2060","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6522","H",24.5,NA,"35.9",NA,"35.9",NA,NA,NA,"IEKHS MIC Field Trip","C","Shari",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2061","Oasis Cove","MA","MA","10/04/2023","3"" TP","9/28/2023","RHMA","4729","H",26.5,"10.1","38.1","1.5","36.7","G","N","N",NA,"N",NA,2023-09-28,"2023","09","28","St. Thomas",18.320665,-64.867323
"2062","Oasis Cove","MA","MA","10/04/2023","3"" TP","9/28/2023","RHMA","4730","H",20.69,"0.91","31.7","1.5","30.8","G","Y","Y",NA,"N",NA,2023-09-28,"2023","09","28","St. Thomas",18.320665,-64.867323
"2063","Oasis Cove","MA","MA","10/04/2023","3"" TP","9/28/2023","RHMA","4731","H",20.26,"11.6","32.7","1.5","31.2","G","N","N",NA,"N",NA,2023-09-28,"2023","09","28","St. Thomas",18.320665,-64.867323
"2064","Oasis Cove","AB","AND, KWG, ZR",NA,"CC","02-15-23","RHMA","3013","H",9.2,NA,"14",NA,NA,NA,NA,NA,"STX Ag Fair","C","Mangrovia",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2065","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3014","H",6.1,NA,"17",NA,NA,NA,NA,NA,"STX Ag Fair","C","Mangy",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2066","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3015","H",11.5,NA,"37",NA,NA,NA,NA,NA,"no leaves","C","Elisheba",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2067","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3016","H",15,NA,"27.2",NA,NA,NA,NA,NA,"STX Ag Fair","C","Christian",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2068","Oasis Cove","MA","MA","10/04/2023","3"" TP","9/28/2023","RHMA","4736","H",16.46,"11.3","27.9","1.4","26.5","G","Y","N",NA,"N",NA,2023-09-28,"2023","09","28","St. Thomas",18.320665,-64.867323
"2069","Oasis Cove","ST,SF,SC","ST,SF,SC","1/22/2024","4""TP","1/19/24","RHMA","3808","H",18.79,"10.6","31","1.7","29.6","B","Y","Y",NA,"N",NA,2024-01-19,"2024","01","19","St. Thomas",18.320665,-64.867323
"2070","Oasis Cove","ST,SF,SC","ST,SF,SC","1/22/2024","4""TP","1/19/24","RHMA","3809","H",18.25,"11.2","27.6","1.1","26.3","G","N","N",NA,"N",NA,2024-01-19,"2024","01","19","St. Thomas",18.320665,-64.867323
"2071","Oasis Cove","ST,SF,SC","ST,SF,SC","1/22/2024","4""TP","1/19/24","RHMA","3810","H",10.92,"9.8","22.7","1.5","21.3","G","N","N",NA,"N",NA,2024-01-19,"2024","01","19","St. Thomas",18.320665,-64.867323
"2072","Oasis Cove","ST,SF,SC","ST,SF,SC","1/22/2024","4""TP","1/19/24","RHMA","3811","H",15.3,"10.1","28.7","1.3","27.5","G","Y","N",NA,"N",NA,2024-01-19,"2024","01","19","St. Thomas",18.320665,-64.867323
"2073","Oasis Cove","ST,SF,SC","ST,SF,SC","1/22/2024","4""TP","1/19/24","RHMA","3813","H",13.65,"10","26.4","1.3","25","G","Y","Y",NA,"N",NA,2024-01-19,"2024","01","19","St. Thomas",18.320665,-64.867323
"2074","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6539","H",19.19,NA,"28.3",NA,"28.3",NA,NA,NA,"IEKHS MIC Field Trip","C","Sally 3",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2075","Oasis Cove","LU","Da'jaunell","9/28/24","CC","09/11/2024","RHMA","6226",NA,16.4,NA,NA,NA,"29.7",NA,NA,NA,NA,"VICM Day of Play","Cute",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2076","Oasis Cove","LU","Sewar","9/28/24","CC","09/11/2024","RHMA","6227",NA,41.21,NA,NA,NA,"41",NA,NA,NA,NA,"VICM Day of Play","Daisy",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
"2077","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6498","H",13,NA,"27.1",NA,"27.1",NA,NA,NA,"IEKHS MIC Field Trip","C","Shane",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2078","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6499","H",21.25,NA,"36.9",NA,"36.9",NA,NA,NA,"IEKHS MIC Field Trip","C","Jeffo3I",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2079","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6500","H",21.17,NA,"33.2",NA,"33.2",NA,NA,NA,"IEKHS MIC Field Trip","C","Jeff",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2080","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6501","H",29.2,NA,"37.5",NA,"37.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Chupapi",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2081","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6502","H",27.18,NA,"32.5",NA,"32.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Anajah",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2082","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6503","H",20.24,NA,"21.5",NA,"21.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Tiveh",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2083","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3032","H",7.9,NA,"18",NA,NA,NA,NA,NA,"STX Ag Fair","C","Petra",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2084","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3033","H",4.87,NA,"13",NA,NA,NA,NA,NA,"STX Ag Fair","C","Rio Rio <3",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2085","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3034","H",4.28,NA,"10.8",NA,NA,NA,NA,NA,"STX Ag Fair","C","Laurie",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2086","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3035","H",5,NA,"13",NA,NA,NA,NA,NA,"STX Ag Fair","C","Manny :)",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2087","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3036","H",16.32,NA,"20",NA,NA,NA,NA,NA,"STX Ag Fair","C","Aminah",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2088","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3037","H",18.5,NA,"24",NA,NA,NA,NA,NA,"STX Ag Fair","C","Zakiya",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2089","Oasis Cove","AB","AND, KWG",NA,"CC","02-15-23","RHMA","3038","H",5.4,NA,"12.5",NA,NA,NA,NA,NA,"STX Ag Fair","C","Leafy",2023-02-15,"2023","02","15","St. Thomas",18.320665,-64.867323
"2090","Oasis Cove","AB","AND, KWG",NA,"CC","02-17-23","RHMA","3039","H",21.08,NA,"29",NA,NA,NA,NA,NA,"STX Ag Fair","C","Panda",2023-02-17,"2023","02","17","St. Thomas",18.320665,-64.867323
"2091","Oasis Cove","DIRECT INPUT","AND, KWG",NA,"3""TP","02-22-23","RHMA","3040","H",11.16,"7.8","28.7","1.6","27.1","G","N","N",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"2092","Oasis Cove","DIRECT INPUT","AND, KWG",NA,"3""TP","02-22-23","RHMA","3041","H",17.15,"11.5","26.3","1.4","24.9","GB","Y","Y",NA,"N",NA,2023-02-22,"2023","02","22","St. Thomas",18.320665,-64.867323
"2093","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","196","H",17.66,"10.78","30.7","1.5","29","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"2094","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","197","H",12.67,"9.56","29.7","1.2","28.5","BrGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"2095","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","198","H",17.47,"10.71","32.9","1.6","31.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"2096","Oasis Cove","SC","AJH, KWG","5/24/2021","N/A","05/07/2021","RHMA","199","H",23.73,"12.11","34.7","1.4","33.2","OlGr",NA,"Y",NA,"N",NA,2021-05-07,"2021","05","07","St. Thomas",18.320665,-64.867323
"2097","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6562","H",8.46,"9","19.4","1.4","18","G","N","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2098","Oasis Cove","11/06/2024","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6519","H",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2099","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6564","H",27.91,"13.1","37","1.8","35.2","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2100","Oasis Cove","Direct Input","LU & DN","11/07/2024","CC","10/25/2024","RHMA","6565","H",12.65,"10.8","22","1.3","20.7","G","Y","Y",NA,NA,NA,2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2101","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6523","H",24.97,NA,"36.5",NA,"36.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Street Runner",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2102","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6524","H",17.17,NA,"24.7",NA,"24.7",NA,NA,NA,"IEKHS MIC Field Trip","C","Kanye",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2103","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6525","H",25.29,NA,"37",NA,"37",NA,NA,NA,"IEKHS MIC Field Trip","C","Soul Fly",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2104","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6526","H",18.36,NA,"29.7",NA,"29.7",NA,NA,NA,"IEKHS MIC Field Trip","C","Tune",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2105","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6527","H",21.91,NA,"26",NA,"26",NA,NA,NA,"IEKHS MIC Field Trip","C","John",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2106","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6528","H",11.87,NA,"28",NA,"28",NA,NA,NA,"IEKHS MIC Field Trip","C","Shello",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2107","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6529","H",11.19,NA,"35",NA,"35",NA,NA,NA,"IEKHS MIC Field Trip","C","Cassy",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2108","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6530","H",15,NA,"29.5",NA,"29.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Jemar",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2109","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6533","H",13.25,NA,"23",NA,"23",NA,NA,NA,"IEKHS MIC Field Trip","C","Tony",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2110","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6534","H",17.31,NA,"24",NA,"24",NA,NA,NA,"IEKHS MIC Field Trip","C","Anna",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2111","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6535","H",18.05,NA,"26.3",NA,"26.3",NA,NA,NA,"IEKHS MIC Field Trip","C","Sarah",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2112","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6537","H",15.64,NA,"27.5",NA,"27.5",NA,NA,NA,"IEKHS MIC Field Trip","C","Tola",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2113","Oasis Cove","DN","IEKHS MIC Field Trip","11/06/2024","CC","10/25/2024","RHMA","6538","H",18.7,NA,"26.8",NA,"26.8",NA,NA,NA,"IEKHS MIC Field Trip","C","Sam 3",2024-10-25,"2024","10","25","St. Thomas",18.320665,-64.867323
"2114","Oasis Cove","LU","Felix","9/28/24","CC","09/11/2024","RHMA","6224",NA,13.74,NA,NA,NA,"27",NA,NA,NA,NA,"VICM Day of Play","sonic",2024-09-11,"2024","09","11","St. Thomas",18.320665,-64.867323
